episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
257,17395,18.095000000000027,0.58686875,0.62900710105896,43,11,5,53,4099
258,17452,-475.909,0.585515,1.2791866064071655,41,10,6,55,4114
259,17526,129.82899999999998,0.5837575,1.3556458950042725,50,9,15,68,4132
260,17595,-506.9770000000001,0.58211875,0.8875449299812317,51,7,11,67,4149
261,17658,-162.5440000000001,0.5806225,1.2165884971618652,46,9,8,58,4165
262,17702,-170.693,0.5795775000000001,1.1752066612243652,36,3,5,41,4176
263,17765,-176.33600000000007,0.5780812500000001,1.3278305530548096,43,10,10,57,4192
264,17807,-348.901,0.57708375,0.9879088997840881,35,4,3,40,4202
265,17867,-299.36300000000006,0.5756587500000001,1.209814190864563,41,7,12,57,4217
266,17934,3.5609999999999076,0.5740675,0.7204107642173767,46,14,7,59,4234
267,17995,-181.542,0.57261875,0.9220651984214783,43,11,7,58,4249
268,18054,-300.1119999999999,0.5712175,1.073357105255127,39,9,11,58,4264
269,18127,-458.76200000000006,0.5694837500000001,1.6130237579345703,55,6,12,69,4282
270,18193,-35.21500000000016,0.5679162500000001,1.291670799255371,45,13,8,61,4299
271,18244,-64.58000000000001,0.566705,1.178373098373413,38,7,6,49,4312
272,18303,-89.43000000000002,0.56530375,0.8506247401237488,41,9,9,53,4326
273,18371,-3.5729999999999222,0.5636887500000001,0.6892538070678711,50,11,7,61,4343
274,18436,-158.9389999999999,0.5621450000000001,0.7505467534065247,48,8,9,59,4360
275,18500,-286.923,0.5606249999999999,1.0333244800567627,44,9,11,62,4376
276,18572,-9.124000000000052,0.558915,1.3567978143692017,45,11,16,71,4394
277,18634,-78.32200000000009,0.5574425000000001,1.1593859195709229,47,8,7,59,4409
278,18709,-327.92500000000007,0.55566125,0.8283791542053223,51,10,14,71,4428
279,18761,-229.30700000000007,0.55442625,1.2075326442718506,39,5,8,51,4441
280,18835,-707.8880000000001,0.55266875,1.1762480735778809,48,10,16,68,4459
281,18895,-338.596,0.55124375,1.5424411296844482,44,8,8,55,4474
282,18951,-93.88200000000006,0.54991375,0.8503355383872986,37,7,12,56,4488
283,19001,-83.56399999999998,0.5487262500000001,0.7437759041786194,44,3,3,47,4501
284,19047,-153.53100000000006,0.54763375,1.376409888267517,39,1,6,45,4512
285,19110,-281.078,0.5461374999999999,1.191834807395935,42,9,12,61,4528
286,19173,-493.553,0.54464125,1.4468778371810913,44,11,8,55,4544
287,19209,-98.35499999999999,0.54378625,1.138418436050415,32,1,3,36,4553
288,19249,-78.05200000000008,0.54283625,1.112281322479248,34,3,3,40,4563
289,19307,-298.068,0.54145875,1.6016862392425537,42,6,10,55,4577
290,19391,-681.1419999999998,0.53946375,1.2784316539764404,53,9,22,78,4598
291,19466,-201.47599999999997,0.5376825000000001,1.3777873516082764,48,11,16,70,4617
292,19520,-115.53399999999995,0.5364,1.5426971912384033,42,4,8,51,4631
293,19594,-232.82400000000004,0.5346425,1.8486759662628174,52,10,12,67,4649
294,19652,-215.8100000000001,0.533265,1.1493686437606812,43,7,8,57,4664
295,19708,12.573000000000022,0.531935,1.4366662502288818,45,7,4,50,4678
296,19771,-166.17199999999994,0.5304387500000001,1.1101646423339844,39,6,18,63,4693
297,19835,-290.802,0.52891875,2.167881727218628,46,8,10,59,4709
298,19900,-274.784,0.527375,0.8406447768211365,46,10,9,63,4726
299,19955,-303.54200000000003,0.5260687500000001,1.1926162242889404,38,8,9,52,4739
300,20007,-166.87600000000003,0.52483375,1.543440580368042,37,7,8,48,4752
301,20070,-220.753,0.5233375,1.3004939556121826,45,10,8,59,4768
302,20109,-53.45499999999993,0.52241125,0.861585795879364,34,2,3,38,4778
303,20155,-30.158999999999907,0.52131875,1.1000432968139648,40,5,1,43,4789
304,20193,-123.01400000000001,0.52041625,0.7244580388069153,35,0,3,38,4799
305,20259,-283.1060000000001,0.5188487500000001,0.9674780368804932,52,6,8,61,4815
306,20321,-11.500000000000085,0.5173762500000001,1.193809151649475,47,7,8,58,4831
307,20370,-289.2160000000001,0.5162125,1.375216007232666,41,5,3,47,4843
308,20417,-64.11400000000003,0.51509625,1.523597002029419,36,5,6,45,4855
309,20493,68.95200000000006,0.51329125,0.5380863547325134,49,7,20,73,4874
310,20555,63.38100000000003,0.51181875,1.1055736541748047,43,10,9,59,4889
311,20610,-290.987,0.5105125,1.4349827766418457,42,3,10,52,4903
312,20681,-350.923,0.50882625,1.8884185552597046,50,9,12,68,4921
313,20755,9.808000000000064,0.5070687500000001,1.170755386352539,46,13,15,71,4939
314,20801,-612.1479999999999,0.50597625,1.1139705181121826,33,5,8,42,4951
315,20870,-239.374,0.5043375,0.775048553943634,50,11,8,62,4968
316,20936,-247.05,0.50277,1.079937219619751,48,11,7,62,4985
317,20990,-106.04300000000005,0.5014875,1.6170278787612915,44,3,7,51,4998
318,21052,-330.693,0.5000150000000001,1.2097104787826538,39,6,17,59,5014
319,21100,-63.529,0.49887500000000007,0.5003994107246399,34,3,11,48,5026
320,21166,-94.11500000000004,0.4973075,1.1342495679855347,42,4,20,64,5042
321,21221,-170.24499999999995,0.49600124999999995,1.213241457939148,43,8,4,48,5056
322,21283,-235.95000000000002,0.4945287500000001,1.2715227603912354,42,4,16,60,5071
323,21337,-376.28200000000004,0.49324625,1.152806043624878,41,4,9,50,5085
324,21396,-55.99499999999999,0.491845,0.9390537142753601,40,8,11,57,5100
325,21462,-146.289,0.49027750000000003,1.48823881149292,46,11,9,63,5116
326,21519,-314.00600000000003,0.48892375,1.138291597366333,42,4,11,54,5130
327,21559,-274.97700000000003,0.4879737500000001,0.8531038165092468,32,5,3,36,5140
328,21618,-154.228,0.4865725000000001,1.2853349447250366,40,9,10,54,5155
329,21684,-314.0979999999999,0.485005,1.2461861371994019,46,8,12,61,5172
330,21737,-273.858,0.48374624999999993,0.9592549800872803,35,3,15,52,5185
331,21780,-63.46699999999993,0.48272500000000007,1.027634620666504,36,4,3,42,5196
332,21837,19.03000000000003,0.48137125000000003,0.7824589014053345,46,6,5,54,5210
333,21897,-442.07700000000006,0.47994625,1.4715243577957153,46,10,4,57,5225
334,21977,-67.87100000000024,0.47804625,0.8159677982330322,55,6,19,75,5245
335,22020,-174.54900000000004,0.47702500000000003,1.3594048023223877,36,2,5,42,5256
336,22057,-174.09900000000002,0.47614625,0.7371275424957275,33,3,1,36,5265
337,22095,-54.141999999999996,0.4752437500000001,0.8175514340400696,34,2,2,37,5274
338,22162,-162.19600000000005,0.47365250000000003,0.8308206796646118,45,9,13,62,5291
339,22216,4.466999999999928,0.47237000000000007,0.9978232383728027,41,6,7,51,5305
340,22257,-18.27100000000003,0.47139625000000007,0.8181936144828796,36,1,4,40,5315
341,22314,-114.33700000000005,0.47004250000000003,0.7853931784629822,40,7,10,55,5329
342,22357,-288.67599999999993,0.46902125000000006,1.0553410053253174,36,3,4,42,5340
343,22419,-139.74600000000015,0.46754875000000007,1.244625210762024,43,8,11,61,5355
344,22498,-790.808,0.46567250000000004,0.9579046964645386,51,9,19,72,5375
345,22554,-49.21800000000013,0.4643425000000001,1.5153472423553467,40,6,10,54,5389
346,22605,-258.672,0.46313125,1.3162490129470825,37,4,10,50,5402
347,22673,-154.70400000000012,0.46151624999999996,0.815485954284668,42,5,21,66,5419
348,22753,-430.64700000000016,0.45961624999999995,0.7519608736038208,52,10,18,76,5439
349,22816,-586.159,0.45811999999999997,1.2857855558395386,43,8,12,55,5455
350,22898,-475.3660000000001,0.4561725,1.3814705610275269,51,9,22,78,5475
351,22963,-94.68800000000005,0.45462875,1.4665517807006836,38,8,19,63,5491
352,22998,-23.82099999999997,0.4537975000000001,0.7870681285858154,34,0,1,35,5500
