episode,step,episode_return,epsilon,loss,assign_actions,charge_actions,noop_actions,charge_open_steps,train_updates
94,6878,-249.256,0.8366475,1.1802246570587158,36,4,10,46,1470
95,6946,-122.24999999999997,0.8350325000000001,0.7874208688735962,42,16,10,63,1487
96,7012,-491.922,0.833465,0.8679157495498657,47,13,6,59,1504
97,7068,-298.51099999999997,0.8321350000000001,0.7854903936386108,45,7,4,53,1518
98,7130,-220.76000000000005,0.8306625000000001,1.0229403972625732,43,14,5,55,1533
99,7198,-413.481,0.8290475,0.7303063869476318,47,14,7,60,1550
100,7265,-266.763,0.82745625,0.6847835779190063,47,14,6,60,1567
101,7327,-226.072,0.82598375,1.2171080112457275,43,12,7,55,1582
102,7395,-546.638,0.82436875,0.9087904691696167,50,10,8,58,1599
103,7461,-352.881,0.82280125,0.5495933890342712,39,13,14,61,1616
104,7528,-189.52499999999995,0.82121,0.9737414121627808,51,8,8,61,1633
105,7601,-648.9019999999998,0.81947625,1.051072120666504,54,10,9,65,1651
106,7667,-78.83300000000006,0.81790875,1.1759793758392334,50,11,5,60,1667
107,7720,-91.76300000000009,0.81665,0.8059536218643188,38,13,2,48,1681
108,7779,-19.81499999999994,0.81524875,0.9717443585395813,43,8,8,56,1695
109,7865,-696.923,0.81320625,0.8218055963516235,61,13,12,78,1717
110,7924,-168.09500000000003,0.811805,0.5641535520553589,44,9,6,54,1732
111,7991,87.61999999999999,0.81021375,0.8624264597892761,51,11,5,61,1748
112,8080,-453.815,0.8081,1.206496000289917,63,16,10,76,1771
113,8151,-309.84700000000004,0.8064137499999999,1.210114598274231,48,15,8,67,1788
114,8205,-461.82699999999994,0.8051312500000001,0.8373316526412964,37,8,9,51,1802
115,8279,-82.09599999999996,0.80337375,1.0260164737701416,50,13,11,67,1820
116,8332,-377.401,0.802115,1.727290153503418,39,10,4,50,1834
117,8404,-87.89799999999988,0.800405,0.7492813467979431,46,18,8,62,1852
118,8470,-175.28099999999998,0.7988375,0.6784610152244568,48,14,4,58,1868
119,8531,-46.76099999999997,0.79738875,0.8810812830924988,43,10,8,58,1883
120,8623,-52.681999999999995,0.79520375,0.7402512431144714,58,17,17,83,1906
121,8669,-414.38599999999997,0.79411125,1.3761119842529297,38,4,4,42,1918
122,8721,-294.83000000000004,0.79287625,0.9594228267669678,35,8,9,48,1931
123,8781,-207.16400000000004,0.79145125,0.7055429220199585,41,12,7,57,1946
124,8858,-238.27099999999996,0.7896225,0.9376795887947083,48,16,13,67,1965
125,8911,-632.6220000000001,0.78836375,0.5125167369842529,38,12,3,46,1978
126,8956,-229.36500000000007,0.7872950000000001,1.0632885694503784,36,6,3,42,1990
127,9024,-247.05500000000006,0.78568,0.9697429537773132,48,16,4,61,2007
128,9085,-184.46900000000002,0.78423125,0.7419425845146179,39,9,13,56,2022
129,9154,-20.841000000000037,0.7825925,0.6802218556404114,50,9,10,64,2039
130,9224,-137.73000000000008,0.78093,1.054846167564392,43,14,13,62,2057
131,9280,-148.09900000000005,0.7796,1.0060503482818604,41,9,6,50,2071
132,9349,-408.226,0.77796125,1.3891576528549194,46,9,14,65,2088
133,9419,-311.987,0.77629875,1.0279874801635742,47,10,13,62,2105
134,9471,-377.023,0.7750637499999999,1.0047268867492676,40,8,4,48,2118
135,9533,-315.96500000000003,0.77359125,0.8044583201408386,42,12,8,57,2134
136,9622,246.30499999999995,0.7714775,1.1296896934509277,55,21,13,76,2156
137,9690,14.148999999999916,0.7698625,0.9646535515785217,42,16,10,61,2173
138,9778,182.45300000000015,0.7677725,0.6279956698417664,52,19,17,80,2195
139,9837,-180.76000000000005,0.76637125,0.8732261061668396,45,9,5,55,2210
140,9890,-406.50100000000003,0.7651125,1.0803333520889282,43,7,3,48,2223
141,9966,-19.704000000000093,0.7633075,0.5963472127914429,51,21,4,67,2242
142,10041,-482.95200000000006,0.76152625,0.966855525970459,51,13,11,69,2261
143,10115,-228.52100000000004,0.75976875,1.150295376777649,48,14,12,63,2279
144,10184,-408.5780000000001,0.75813,1.0244125127792358,48,13,8,63,2297
145,10265,-548.6400000000001,0.75620625,1.6771128177642822,56,17,8,70,2317
146,10341,-557.326,0.75440125,0.7967178821563721,45,18,13,69,2336
147,10405,-65.31300000000002,0.7528812500000001,0.9095736742019653,40,13,11,57,2352
148,10462,-250.52100000000024,0.7515275,1.2145941257476807,45,7,5,53,2366
149,10554,45.045000000000016,0.7493425,1.230969786643982,62,19,11,82,2389
150,10604,-286.40900000000005,0.748155,0.6987513303756714,40,3,7,49,2402
151,10685,-751.1099999999999,0.74623125,0.876559853553772,54,13,14,70,2422
152,10768,-457.6890000000002,0.74426,1.3421530723571777,57,17,9,75,2443
153,10817,-150.54899999999992,0.74309625,1.380171298980713,39,3,7,48,2455
154,10879,-123.33599999999998,0.74162375,0.6639180779457092,48,8,6,56,2470
155,10946,-243.34500000000008,0.7400325,0.898264467716217,45,8,14,60,2487
156,11017,-460.12200000000007,0.73834625,1.4649145603179932,45,11,15,65,2505
157,11053,-109.73599999999993,0.73749125,1.4452168941497803,34,0,2,36,2514
158,11117,28.24399999999997,0.73597125,1.0568668842315674,46,9,9,59,2530
159,11203,3.4440000000000026,0.73392875,0.7491808533668518,56,16,14,76,2551
160,11257,-139.76800000000003,0.73264625,0.6245442032814026,40,7,7,51,2565
161,11314,-166.431,0.7312925,0.7966061234474182,44,8,5,52,2579
162,11389,-228.4500000000001,0.72951125,0.9700503349304199,51,16,8,65,2598
163,11463,-86.73900000000017,0.72775375,0.9736634492874146,46,13,15,68,2616
164,11522,-45.74199999999996,0.7263525,0.8798004388809204,42,7,10,55,2631
165,11582,-275.7349999999999,0.7249275000000001,1.5390701293945312,43,10,7,56,2646
166,11636,-154.96100000000004,0.7236450000000001,0.9662578105926514,40,5,9,53,2660
167,11709,-342.20500000000015,0.72191125,0.835534393787384,49,13,11,66,2678
168,11788,92.99799999999996,0.720035,1.0777815580368042,54,12,13,72,2698
169,11851,-182.19200000000012,0.71853875,0.6329066753387451,44,15,4,56,2713
170,11915,-116.42099999999992,0.71701875,1.1251863241195679,47,9,8,57,2729
171,11968,-257.332,0.71576,1.0840810537338257,40,8,5,52,2743
172,12039,-213.69399999999996,0.7140737500000001,0.7954285144805908,46,11,14,64,2760
173,12099,-189.85000000000008,0.71264875,1.3204692602157593,42,7,11,56,2775
174,12158,-227.60500000000002,0.7112475,1.1577433347702026,41,11,7,52,2790
175,12208,-211.293,0.7100599999999999,0.9199032187461853,38,7,5,47,2803
176,12252,-93.75700000000006,0.709015,0.8810040950775146,35,5,4,42,2814
177,12334,-284.0520000000001,0.7070675,1.105184555053711,55,14,13,77,2834
178,12396,-213.05200000000005,0.705595,0.8176661133766174,46,10,6,58,2850
179,12449,-431.916,0.7043362500000001,0.5323981642723083,43,7,3,50,2863
180,12500,-319.3419999999999,0.703125,1.4390230178833008,41,5,5,47,2876
181,12563,-316.964,0.70162875,0.6821802854537964,47,7,9,56,2891
182,12630,-352.41100000000006,0.7000375000000001,0.7277540564537048,44,13,10,58,2908
183,12690,-169.60199999999998,0.6986125000000001,1.0219731330871582,37,15,8,55,2923
